# Force coefficients
# liftDir     : (0.0000000e+00 1.0000000e+00 0.0000000e+00)
# dragDir     : (1.0000000e+00 0.0000000e+00 0.0000000e+00)
# pitchAxis   : (0.0000000e+00 0.0000000e+00 1.0000000e+00)
# magUInf     : 9.0551201e+01
# lRef        : 9.0219998e-01
# Aref        : 4.5109998e-02
# CofR        : (2.2555199e-01 0.0000000e+00 0.0000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         	Cm	Cd	Cl	Cl(f)	Cl(r)
2.5000000e+01	9.5025323e-02	3.4096893e-02	2.9877111e-01	2.4441087e-01	5.4360233e-02
5.0000000e+01	1.0455899e-01	3.7876371e-02	3.3807224e-01	2.7359509e-01	6.4477131e-02
7.5000000e+01	1.0880318e-01	3.6403723e-02	3.6894277e-01	2.9327458e-01	7.5668201e-02
1.0000000e+02	1.1329623e-01	3.6766946e-02	4.0131411e-01	3.1395328e-01	8.7360829e-02
1.2500000e+02	1.1702359e-01	3.6944710e-02	4.3277797e-01	3.3341259e-01	9.9365398e-02
1.5000000e+02	1.1958284e-01	3.6670752e-02	4.6329853e-01	3.5123211e-01	1.1206643e-01
1.7500000e+02	1.2106369e-01	3.6054704e-02	4.9228901e-01	3.6720818e-01	1.2508081e-01
2.0000000e+02	1.2184691e-01	3.5230268e-02	5.1915658e-01	3.8142520e-01	1.3773137e-01
2.2500000e+02	1.2213746e-01	3.4245770e-02	5.4281002e-01	3.9354247e-01	1.4926755e-01
2.5000000e+02	1.2237500e-01	3.3176139e-02	5.6472301e-01	4.0473652e-01	1.5998650e-01
2.7500000e+02	1.2239575e-01	3.2033931e-02	5.8476925e-01	4.1478038e-01	1.6998887e-01
3.0000000e+02	1.2239860e-01	3.0887259e-02	6.0310119e-01	4.2394918e-01	1.7915200e-01
3.2500000e+02	1.2198802e-01	2.9780431e-02	6.1740410e-01	4.3069008e-01	1.8671402e-01
3.5000000e+02	1.2152406e-01	2.8803233e-02	6.2868309e-01	4.3586561e-01	1.9281748e-01
3.7500000e+02	1.2073308e-01	2.7943194e-02	6.3626170e-01	4.3886393e-01	1.9739777e-01
4.0000000e+02	1.1997917e-01	2.7207235e-02	6.4243460e-01	4.4119647e-01	2.0123813e-01
4.2500000e+02	1.1917744e-01	2.6548244e-02	6.4756662e-01	4.4296074e-01	2.0460588e-01
4.5000000e+02	1.1857080e-01	2.5961289e-02	6.5263247e-01	4.4488704e-01	2.0774543e-01
4.7500000e+02	1.1793084e-01	2.5475126e-02	6.5616518e-01	4.4601345e-01	2.1015175e-01
5.0000000e+02	1.1751845e-01	2.5130123e-02	6.5905547e-01	4.4704619e-01	2.1200928e-01
5.2500000e+02	1.1704078e-01	2.4866972e-02	6.6065466e-01	4.4736812e-01	2.1328655e-01
5.5000000e+02	1.1669455e-01	2.4645327e-02	6.6238159e-01	4.4788533e-01	2.1449625e-01
5.7500000e+02	1.1624788e-01	2.4423517e-02	6.6361541e-01	4.4805557e-01	2.1555983e-01
6.0000000e+02	1.1599902e-01	2.4213858e-02	6.6561925e-01	4.4880864e-01	2.1681061e-01
6.2500000e+02	1.1567640e-01	2.3993418e-02	6.6728216e-01	4.4931749e-01	2.1796468e-01
6.5000000e+02	1.1548889e-01	2.3767453e-02	6.6950130e-01	4.5023954e-01	2.1926177e-01
6.7500000e+02	1.1509630e-01	2.3511270e-02	6.7093498e-01	4.5056379e-01	2.2037119e-01
7.0000000e+02	1.1482522e-01	2.3264503e-02	6.7270714e-01	4.5117879e-01	2.2152835e-01
7.2500000e+02	1.1450148e-01	2.3047073e-02	6.7384720e-01	4.5142508e-01	2.2242212e-01
7.5000000e+02	1.1446838e-01	2.2904072e-02	6.7562699e-01	4.5228189e-01	2.2334512e-01
7.7500000e+02	1.1440139e-01	2.2804523e-02	6.7687625e-01	4.5283952e-01	2.2403672e-01
8.0000000e+02	1.1452476e-01	2.2745227e-02	6.7864442e-01	4.5384696e-01	2.2479746e-01
8.2500000e+02	1.1452544e-01	2.2693660e-02	6.7975903e-01	4.5440495e-01	2.2535408e-01
8.5000000e+02	1.1467491e-01	2.2659374e-02	6.8137258e-01	4.5536119e-01	2.2601138e-01
8.7500000e+02	1.1468355e-01	2.2617258e-02	6.8237484e-01	4.5587099e-01	2.2650386e-01
9.0000000e+02	1.1483742e-01	2.2581836e-02	6.8395680e-01	4.5681581e-01	2.2714099e-01
9.2500000e+02	1.1485007e-01	2.2532050e-02	6.8498021e-01	4.5734018e-01	2.2764003e-01
9.5000000e+02	1.1500973e-01	2.2488430e-02	6.8658847e-01	4.5830396e-01	2.2828451e-01
9.7500000e+02	1.1502688e-01	2.2433635e-02	6.8759423e-01	4.5882398e-01	2.2877024e-01
1.0000000e+03	1.1519384e-01	2.2389779e-02	6.8915027e-01	4.5976898e-01	2.2938129e-01
1.0250000e+03	1.1522160e-01	2.2339368e-02	6.9008875e-01	4.6026596e-01	2.2982278e-01
1.0500000e+03	1.1540470e-01	2.2302968e-02	6.9159484e-01	4.6120211e-01	2.3039272e-01
1.0750000e+03	1.1544391e-01	2.2259733e-02	6.9247520e-01	4.6168151e-01	2.3079368e-01
1.1000000e+03	1.1563141e-01	2.2229282e-02	6.9390666e-01	4.6258473e-01	2.3132193e-01
1.1250000e+03	1.1566592e-01	2.2190819e-02	6.9468868e-01	4.6301025e-01	2.3167843e-01
1.1500000e+03	1.1584010e-01	2.2163112e-02	6.9600457e-01	4.6384239e-01	2.3216218e-01
1.1750000e+03	1.1585493e-01	2.2124792e-02	6.9666278e-01	4.6418631e-01	2.3247647e-01
1.2000000e+03	1.1600895e-01	2.2095667e-02	6.9786322e-01	4.6494055e-01	2.3292266e-01
1.2250000e+03	1.1600424e-01	2.2055719e-02	6.9841146e-01	4.6520996e-01	2.3320149e-01
1.2500000e+03	1.1614072e-01	2.2025686e-02	6.9950533e-01	4.6589339e-01	2.3361194e-01
1.2750000e+03	1.1611869e-01	2.1985376e-02	6.9993848e-01	4.6608794e-01	2.3385054e-01
1.3000000e+03	1.1624019e-01	2.1956118e-02	7.0092040e-01	4.6670038e-01	2.3422001e-01
1.3250000e+03	1.1620501e-01	2.1917801e-02	7.0124424e-01	4.6682712e-01	2.3441711e-01
1.3500000e+03	1.1631538e-01	2.1891411e-02	7.0212144e-01	4.6737611e-01	2.3474534e-01
1.3750000e+03	1.1627141e-01	2.1856524e-02	7.0235145e-01	4.6744713e-01	2.3490432e-01
1.4000000e+03	1.1637543e-01	2.1834023e-02	7.0314562e-01	4.6794826e-01	2.3519738e-01
1.4250000e+03	1.1632503e-01	2.1802589e-02	7.0329744e-01	4.6797374e-01	2.3532370e-01
1.4500000e+03	1.1642364e-01	2.1783615e-02	7.0402265e-01	4.6843496e-01	2.3558769e-01
1.4750000e+03	1.1636769e-01	2.1755241e-02	7.0410633e-01	4.6842086e-01	2.3568547e-01
1.5000000e+03	1.1646108e-01	2.1738904e-02	7.0476735e-01	4.6884474e-01	2.3592260e-01
1.5250000e+03	1.1640117e-01	2.1713564e-02	7.0479357e-01	4.6879795e-01	2.3599562e-01
1.5500000e+03	1.1649095e-01	2.1699898e-02	7.0540309e-01	4.6919250e-01	2.3621060e-01
1.5750000e+03	1.1642760e-01	2.1677168e-02	7.0537990e-01	4.6911755e-01	2.3626235e-01
1.6000000e+03	1.1651530e-01	2.1665882e-02	7.0594627e-01	4.6948844e-01	2.3645782e-01
1.6250000e+03	1.1644971e-01	2.1645656e-02	7.0588076e-01	4.6939009e-01	2.3649067e-01
1.6500000e+03	1.1653530e-01	2.1636836e-02	7.0640767e-01	4.6973914e-01	2.3666853e-01
1.6750000e+03	1.1646864e-01	2.1618884e-02	7.0631087e-01	4.6962407e-01	2.3668680e-01
1.7000000e+03	1.1655296e-01	2.1612374e-02	7.0680600e-01	4.6995595e-01	2.3685005e-01
1.7250000e+03	1.1648451e-01	2.1596022e-02	7.0667905e-01	4.6982402e-01	2.3685502e-01
1.7500000e+03	1.1656836e-01	2.1591293e-02	7.0715171e-01	4.7014421e-01	2.3700750e-01
1.7750000e+03	1.1649905e-01	2.1576464e-02	7.0700264e-01	4.7000039e-01	2.3700227e-01
1.8000000e+03	1.1658222e-01	2.1573078e-02	7.0745528e-01	4.7030985e-01	2.3714542e-01
1.8250000e+03	1.1651178e-01	2.1559557e-02	7.0728385e-01	4.7015372e-01	2.3713014e-01
1.8500000e+03	1.1659443e-01	2.1557376e-02	7.0771897e-01	4.7045392e-01	2.3726505e-01
1.8750000e+03	1.1652347e-01	2.1545082e-02	7.0753115e-01	4.7028905e-01	2.3724210e-01
1.9000000e+03	1.1660546e-01	2.1543974e-02	7.0794874e-01	4.7057983e-01	2.3736891e-01
1.9250000e+03	1.1653464e-01	2.1532670e-02	7.0774889e-01	4.7040910e-01	2.3733981e-01
1.9500000e+03	1.1661609e-01	2.1532480e-02	7.0815319e-01	4.7069269e-01	2.3746049e-01
1.9750000e+03	1.1654471e-01	2.1522200e-02	7.0793939e-01	4.7051442e-01	2.3742498e-01
