# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_p50mm_s0.25m.stl aoa_deg=20.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.043376,136.498016,465.798278,0.567061,1.935090
4000,0.389530,178.657318,720.998962,0.742205,2.995283
6000,0.417040,182.748733,764.154052,0.759202,3.174564
8000,0.190429,205.414642,818.894287,0.853365,3.401974
10000,0.013200,214.767837,836.141113,0.892221,3.473624
12000,0.064758,223.405319,833.884033,0.928104,3.464247
14000,-0.016896,255.326614,882.834655,1.060716,3.667605
16000,-0.057419,284.721252,922.095092,1.182832,3.830707
18000,-0.029038,317.780487,961.190917,1.320172,3.993124
20000,-0.031617,364.835540,1015.889282,1.515655,4.220361
22000,0.012580,387.895904,1014.898498,1.611456,4.216245
24000,-0.069356,347.631286,879.540710,1.444182,3.653921
26000,-0.261202,261.717834,581.763305,1.087268,2.416849
28000,-0.294033,284.287139,503.699920,1.181029,2.092546
30000,-0.126072,219.629104,389.703399,0.912416,1.618965
32000,-0.065463,157.707778,353.166290,0.655173,1.467177
34000,-0.082647,180.056915,513.901123,0.748020,2.134926
36000,0.152605,203.378631,651.914611,0.844906,2.708282
38000,0.133940,219.162902,714.352294,0.910480,2.967670
40000,0.374477,230.611969,757.961120,0.958043,3.148837
42000,-0.134573,241.595459,770.790039,1.003672,3.202132
44000,-0.096510,282.198791,841.814941,1.172353,3.497195
46000,0.096835,322.957458,910.184997,1.341679,3.781228
48000,0.074504,333.102325,898.886291,1.383824,3.734289
50000,-0.068003,326.910827,836.392639,1.358102,3.474669
52000,-0.189398,274.645721,630.994873,1.140975,2.621374
54000,-0.018954,249.760818,435.423339,1.037594,1.808901
56000,0.099170,197.979370,306.677368,0.822476,1.274045
58000,-0.041273,132.499649,254.803817,0.550450,1.058544
60000,-0.110751,150.448242,400.469299,0.625015,1.663690
62000,-0.118487,194.513519,582.340698,0.808077,2.419248
64000,-0.033510,207.696655,657.757751,0.862845,2.732557
66000,0.087379,227.027191,720.399230,0.943151,2.992791
68000,-0.131800,234.704788,747.111022,0.975046,3.103761
70000,0.107100,265.169769,793.371582,1.101608,3.295944
72000,0.056414,291.261291,829.923767,1.210002,3.447795
74000,0.025869,322.637939,863.318298,1.340351,3.586527
76000,-0.017399,305.633728,775.862976,1.269710,3.223207
78000,-0.130618,264.589172,618.024230,1.099196,2.567490
80000,0.051355,229.058654,434.708435,0.951590,1.805931
82000,0.072136,201.405715,383.938659,0.836710,1.595016
84000,-0.461324,160.804473,388.596374,0.668038,1.614366
86000,-0.235850,183.403900,534.955993,0.761924,2.222395
88000,-0.099434,209.782135,651.553100,0.871509,2.706780
90000,-0.079304,207.537689,669.600097,0.862184,2.781754
92000,0.171997,217.569366,702.199035,0.903860,2.917181
94000,-0.209870,246.508773,744.320007,1.024084,3.092167
96000,0.117636,280.856506,799.841064,1.166777,3.322821
98000,0.095497,322.067138,859.965454,1.337980,3.572598
100000,-0.053158,336.874694,861.274292,1.399496,3.578036
102000,0.046521,298.458251,730.269409,1.239900,3.033796
104000,0.160674,214.709960,461.412078,0.891981,1.916868
106000,-0.062297,212.490356,363.235046,0.882760,1.509006
108000,0.111756,174.335617,330.906738,0.724251,1.374703
110000,0.140654,165.876922,427.687438,0.689111,1.776764
112000,0.100096,182.843719,553.484802,0.759597,2.299370
114000,-0.119528,200.967010,647.698974,0.834888,2.690769
116000,0.090145,212.406860,683.154846,0.882413,2.838065
118000,0.421522,227.393600,720.258056,0.944673,2.992205
120000,0.158361,258.534210,772.107360,1.074042,3.207605
122000,-0.171816,295.096221,830.433715,1.225933,3.449913
124000,-0.034944,332.857025,877.738281,1.382805,3.646433
126000,0.018808,338.067840,836.555542,1.404452,3.475345
128000,-0.065943,291.686492,698.652221,1.211768,2.902447
130000,0.018141,250.163269,479.886169,1.039266,1.993616
132000,-0.089661,247.576843,452.414733,1.028521,1.879490
134000,0.104643,192.945800,412.890686,0.801565,1.715293
136000,0.035296,178.979003,495.368591,0.743542,2.057935
138000,-0.013245,211.828414,645.773498,0.880010,2.682770
140000,0.173418,220.244949,718.522216,0.914975,2.984993
142000,0.061908,228.412048,757.411682,0.948904,3.146554
144000,0.299064,246.150955,786.821289,1.022597,3.268732
146000,0.172643,270.523498,823.799377,1.123850,3.422352
148000,0.195485,304.228302,861.817199,1.263871,3.580291
