# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_p90mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.291473,139.962677,723.740295,0.327068,1.691253
4000,0.029394,179.468475,1002.920715,0.419386,2.343648
6000,0.322131,194.469024,1080.985473,0.454440,2.526071
8000,0.195010,195.366638,1093.767211,0.456537,2.555940
10000,0.684959,200.858657,1084.625366,0.469371,2.534577
12000,0.254658,225.103088,1135.271240,0.526026,2.652927
14000,0.261924,260.296234,1203.654174,0.608266,2.812726
16000,-0.048478,300.295135,1268.488159,0.701736,2.964231
18000,-0.008597,335.739624,1294.186889,0.784564,3.024285
20000,0.135100,370.378723,1295.763671,0.865509,3.027970
22000,-0.242701,355.778076,1097.606445,0.831390,2.564911
24000,-0.021146,341.694488,958.790283,0.798479,2.240523
26000,0.196701,331.149658,917.671875,0.773838,2.144436
28000,-0.129236,284.021392,685.716430,0.663708,1.602398
30000,0.162167,250.325469,716.315246,0.584966,1.673902
32000,0.165361,272.923217,979.774597,0.637773,2.289559
34000,0.209107,285.922760,1074.822265,0.668151,2.511669
36000,0.110570,251.687286,1005.420654,0.588148,2.349489
38000,0.138249,249.997299,969.658142,0.584199,2.265919
40000,0.059638,284.877685,1032.994751,0.665709,2.413925
42000,0.124904,339.021484,1118.811279,0.792233,2.614463
44000,0.130016,337.842773,1064.011840,0.789479,2.486407
46000,0.189068,253.208877,693.110961,0.591704,1.619677
48000,-0.132276,232.591690,634.157287,0.543525,1.481913
50000,0.274649,264.942260,825.705932,0.619123,1.929528
52000,-0.141663,211.809967,741.260009,0.494962,1.732193
54000,0.243337,179.980514,652.693847,0.420583,1.525230
56000,-0.072551,215.919860,844.083557,0.504566,1.972473
58000,0.045203,259.113830,974.394165,0.605503,2.276986
60000,-0.183797,298.481658,1071.012329,0.697499,2.502766
62000,0.302994,271.239624,966.546264,0.633839,2.258647
64000,0.139970,297.994537,952.828613,0.696360,2.226591
66000,0.050742,326.714141,989.573974,0.763473,2.312459
68000,-0.022040,264.781250,713.367431,0.618747,1.667013
70000,0.303424,239.892929,601.409912,0.560587,1.405388
72000,0.287164,254.021697,756.942016,0.593604,1.768839
74000,0.223075,232.501495,769.528747,0.543315,1.798252
76000,0.157438,201.197021,723.003784,0.470162,1.689531
78000,0.049385,198.764846,771.147583,0.464478,1.802035
80000,-0.125619,239.714355,904.015869,0.560170,2.112524
82000,0.147871,292.014801,1050.771728,0.682387,2.455467
84000,-0.223205,332.048675,1134.277343,0.775939,2.650605
86000,0.096065,301.417480,944.907348,0.704359,2.208081
88000,-0.103422,237.901138,695.385803,0.555933,1.624993
90000,0.227708,253.190414,704.967102,0.591661,1.647383
92000,0.254597,253.812133,758.551025,0.593114,1.772599
94000,-0.128742,216.737091,593.227600,0.506476,1.386268
96000,0.200131,217.854141,703.518188,0.509086,1.643997
98000,-0.241229,219.009918,808.194885,0.511787,1.888608
100000,0.046725,248.059814,945.946594,0.579672,2.210509
102000,0.088104,222.320175,904.747497,0.519523,2.114234
104000,0.118235,253.484207,931.254943,0.592348,2.176177
106000,-0.143207,316.491546,1049.831176,0.739585,2.453269
108000,-0.006308,354.947692,1104.354492,0.829450,2.580680
110000,-0.078377,313.883056,934.172851,0.733489,2.182996
112000,0.087054,231.589675,578.018310,0.541184,1.350726
