# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_p50mm_s0.25m.stl aoa_deg=20.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.010410,131.587600,462.926788,0.546661,1.923160
4000,-0.020048,175.107086,720.129760,0.727456,2.991672
6000,-0.080428,180.998077,763.251403,0.751930,3.170814
8000,0.078005,205.788787,823.039672,0.854919,3.419196
10000,-0.177051,212.067611,832.748535,0.881003,3.459530
12000,0.198918,227.227355,847.718627,0.943982,3.521721
14000,-0.113852,253.175415,887.678100,1.051779,3.687727
16000,0.004179,275.232940,909.963378,1.143414,3.780307
18000,0.035326,318.862548,966.481018,1.324667,4.015101
20000,-0.008814,362.711181,1020.976989,1.506830,4.241497
22000,0.022031,379.077880,1019.993042,1.574823,4.237409
24000,0.029495,370.966461,925.473938,1.541125,3.844744
26000,-0.125329,271.493286,623.579956,1.127878,2.590570
28000,-0.197767,250.991668,461.350402,1.042708,1.916612
30000,0.067541,217.168106,405.307373,0.902193,1.683789
32000,-0.239959,178.731475,439.309600,0.742513,1.825046
34000,0.230239,202.037994,593.197326,0.839337,2.464350
36000,0.198385,208.782257,667.189453,0.867355,2.771739
38000,0.125768,216.736816,698.082092,0.900401,2.900078
40000,0.039745,233.559448,756.041259,0.970288,3.140861
42000,-0.198903,268.174621,803.233337,1.114091,3.336913
44000,-0.001196,300.596466,851.279235,1.248783,3.536513
46000,0.022409,334.808685,902.518676,1.390913,3.749379
48000,0.040250,340.401580,863.837280,1.414148,3.588683
50000,-0.112065,299.576934,732.563354,1.244548,3.043325
52000,-0.117769,191.915008,408.716125,0.797282,1.697950
54000,0.011455,234.636566,417.630798,0.974763,1.734985
56000,-0.293437,177.464584,365.686431,0.737250,1.519190
58000,0.100899,178.592086,483.429077,0.741934,2.008334
60000,-0.051929,198.173507,603.367675,0.823282,2.506601
62000,-0.136800,209.055145,670.418884,0.868488,2.785155
64000,-0.053016,219.575119,714.274169,0.912192,2.967346
66000,0.099393,230.646148,740.536193,0.958185,3.076447
68000,-0.147059,265.974090,811.302551,1.104950,3.370436
70000,0.116142,307.774505,885.868225,1.278603,3.680208
72000,0.045289,337.275207,930.174133,1.401160,3.864270
74000,-0.111329,342.342498,891.828613,1.422211,3.704969
76000,-0.076041,307.053802,746.622375,1.275609,3.101732
78000,-0.073695,259.427001,486.474670,1.077751,2.020987
80000,0.079341,238.273696,397.731964,0.989873,1.652318
82000,-0.141170,148.450683,266.200744,0.616716,1.105891
84000,-0.166787,128.073379,328.589782,0.532062,1.365077
86000,-0.193767,186.331359,546.965515,0.774086,2.272287
88000,-0.278497,206.900161,640.183654,0.859536,2.659548
90000,-0.090287,221.135421,683.273071,0.918674,2.838556
92000,0.058854,244.051223,736.255981,1.013874,3.058666
94000,0.336208,274.775939,768.446838,1.141516,3.192398
96000,0.257366,308.989624,818.226928,1.283651,3.399202
98000,0.033425,330.325134,827.913818,1.372287,3.439445
100000,0.026289,308.736785,732.182983,1.282601,3.041745
102000,0.003141,245.865692,519.164306,1.021412,2.156791
104000,0.040220,183.695297,346.796203,0.763135,1.440713
106000,-0.327392,150.376403,300.320007,0.624716,1.247635
108000,0.070600,146.944442,365.111602,0.610459,1.516802
110000,-0.155213,158.704986,461.674835,0.659316,1.917959
112000,-0.247956,204.408477,610.071228,0.849185,2.534450
114000,-0.082418,217.241699,649.498352,0.902498,2.698244
116000,0.034557,247.612976,721.686035,1.028671,2.998137
118000,0.196966,284.699859,790.876220,1.182743,3.285578
120000,0.219987,309.129028,832.394042,1.284230,3.458057
122000,-0.090517,339.198455,868.198852,1.409150,3.606803
124000,-0.064003,312.436828,749.270996,1.297972,3.112735
126000,0.125456,228.056320,472.444305,0.947426,1.962700
128000,0.084473,192.000686,327.007568,0.797638,1.358504
130000,0.022256,145.968811,269.011108,0.606406,1.117567
132000,0.404855,148.830947,379.227508,0.618296,1.575444
134000,0.013866,173.451889,523.936767,0.720580,2.176617
136000,-0.112126,209.647674,653.005249,0.870950,2.712813
138000,0.103676,225.072509,694.949523,0.935030,2.887064
140000,0.120883,244.721878,752.869628,1.016661,3.127685
142000,0.078651,263.059570,771.681823,1.092842,3.205837
144000,-0.010428,291.161437,813.704284,1.209587,3.380413
146000,-0.050916,318.622100,843.339721,1.323668,3.503529
148000,0.122846,311.101593,780.513366,1.292425,3.242527
