# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.113417,147.401260,725.939697,0.344451,1.696392
4000,-0.010955,180.909469,1001.773559,0.422753,2.340967
6000,0.022271,192.843872,1073.555542,0.450642,2.508709
8000,0.009773,191.359039,1079.233398,0.447172,2.521977
