# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_p50mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.083029,152.341293,727.149597,0.355995,1.699219
4000,0.019421,184.075103,1000.200866,0.430151,2.337292
6000,0.123764,194.154205,1072.155639,0.453704,2.505437
8000,0.593405,194.603652,1080.728515,0.454754,2.525471
10000,0.671382,197.714050,1056.660034,0.462023,2.469227
12000,0.990814,210.594757,1069.191162,0.492123,2.498510
14000,-0.495618,246.389877,1134.526489,0.575769,2.651187
16000,0.404694,271.178039,1147.724121,0.633695,2.682028
18000,0.257166,287.137695,1124.209228,0.670990,2.627077
20000,-0.274892,335.494262,1164.220703,0.783991,2.720577
22000,-0.273083,395.037384,1238.755249,0.923132,2.894751
24000,0.094886,372.513397,1086.012084,0.870498,2.537817
26000,-0.009536,310.971191,702.824829,0.726684,1.642377
28000,-0.075994,205.684356,452.168121,0.480648,1.056637
30000,-0.270451,187.092285,522.557800,0.437201,1.221125
32000,0.082432,184.337905,606.216064,0.430765,1.416619
34000,0.043487,180.867401,663.914184,0.422655,1.551450
36000,0.093830,206.702148,794.358825,0.483026,1.856276
38000,0.081709,229.283523,890.885864,0.535795,2.081842
40000,0.288213,239.863815,924.554321,0.560519,2.160519
42000,0.268117,239.013671,910.561340,0.558533,2.127820
44000,-0.277512,301.234497,1017.774536,0.703932,2.378358
46000,0.159254,349.645019,1092.696289,0.817058,2.553437
48000,-0.158929,327.577392,975.946655,0.765490,2.280614
50000,0.085534,274.917358,649.300109,0.642433,1.517299
52000,0.127830,203.676254,527.064147,0.475955,1.231655
54000,-0.061008,231.532089,729.709228,0.541049,1.705201
56000,-0.099665,205.996658,748.736816,0.481378,1.749665
58000,-0.317234,193.344284,751.291992,0.451811,1.755636
60000,-0.372314,196.622802,798.532470,0.459473,1.866029
62000,-0.020336,242.834686,904.411621,0.567462,2.113449
64000,0.081378,284.541412,980.826843,0.664923,2.292018
66000,-0.117140,311.599853,1004.513732,0.728154,2.347370
68000,0.051289,288.663208,838.823059,0.674555,1.960181
70000,0.297423,253.341018,687.786682,0.592013,1.607235
72000,-0.222579,223.990692,611.764160,0.523426,1.429584
74000,-0.082329,224.517730,659.806579,0.524658,1.541851
76000,-0.152025,190.839492,537.357543,0.445958,1.255709
78000,-0.038788,208.293426,661.606384,0.486745,1.546057
80000,-0.207688,229.313858,872.445678,0.535866,2.038751
82000,0.078670,260.734344,992.877014,0.609290,2.320177
84000,-0.060876,261.815551,1005.250366,0.611816,2.349092
86000,0.188211,228.185989,846.896606,0.533230,1.979047
88000,0.007260,320.478942,1038.749267,0.748902,2.427373
90000,-0.220242,340.025909,1071.721191,0.794580,2.504422
92000,-0.025360,292.394531,883.869262,0.683274,2.065445
94000,-0.020939,238.815383,620.109008,0.558069,1.449085
96000,-0.221289,244.941909,692.032836,0.572386,1.617158
98000,0.020905,277.949890,843.386108,0.649520,1.970844
100000,-0.148237,221.681503,657.624267,0.518030,1.536751
102000,-0.146851,221.751129,804.811950,0.518193,1.880703
104000,-0.222286,233.821990,924.487609,0.546400,2.160363
106000,-0.040439,258.564147,1019.777648,0.604218,2.383039
108000,0.191610,255.883529,1006.748962,0.597954,2.352594
110000,-0.211143,277.248016,991.450988,0.647879,2.316845
112000,-0.036366,323.183654,1042.838012,0.755223,2.436927
