# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h10mm_p90mm_s0.25m.stl aoa_deg=20.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.039182,128.416992,459.695434,0.533489,1.909736
4000,0.086967,171.223205,716.644165,0.711321,2.977191
6000,0.234665,177.632247,762.752929,0.737947,3.168743
8000,0.687732,202.593750,821.536560,0.841646,3.412951
10000,0.128745,209.616424,832.537536,0.870820,3.458653
12000,-0.106291,223.813278,846.568725,0.929799,3.516944
14000,-0.050332,249.746795,884.635437,1.037536,3.675086
16000,0.039684,279.361328,930.009582,1.160565,3.863586
18000,0.239897,304.809417,956.172180,1.266285,3.972275
20000,0.074405,336.366699,987.967651,1.397385,4.104364
22000,-0.099287,355.973419,988.846740,1.478839,4.108016
24000,-0.009317,353.406494,929.544311,1.468175,3.861653
26000,0.030919,266.200103,648.073181,1.105889,2.692323
28000,0.010053,260.931182,501.823913,1.084000,2.084753
30000,-0.134439,226.815078,413.471710,0.942269,1.717707
32000,0.494253,165.156692,363.893096,0.686119,1.511740
34000,-0.340946,167.749084,475.527893,0.696889,1.975510
36000,0.081675,216.102996,660.132873,0.897768,2.742424
38000,0.203382,208.433776,636.988830,0.865907,2.646275
40000,0.035077,246.533813,739.356750,1.024188,3.071547
42000,0.002213,245.720321,747.263122,1.020808,3.104393
44000,0.045500,292.252777,834.439819,1.214121,3.466556
46000,-0.035807,340.455352,912.056701,1.414371,3.789004
48000,0.048195,361.497528,933.392272,1.501788,3.877639
50000,0.094975,323.463928,794.308410,1.343783,3.299836
52000,0.017613,247.533966,517.010192,1.028343,2.147842
54000,0.021053,258.508544,446.869506,1.073935,1.856453
56000,0.116064,180.960418,321.008422,0.751773,1.333582
58000,0.008940,142.856765,355.279998,0.593477,1.475958
60000,-0.111829,183.723083,548.012207,0.763250,2.276635
62000,0.327185,212.447631,686.909301,0.882582,2.853662
64000,0.227313,221.169357,722.650146,0.918815,3.002142
66000,-0.005487,245.660781,785.709716,1.020561,3.264114
68000,-0.025761,262.595459,804.238403,1.090914,3.341089
70000,0.255595,292.235870,849.818298,1.214050,3.530444
72000,0.008353,333.660156,902.153503,1.386141,3.747862
74000,0.136461,358.305877,904.020690,1.488528,3.755619
76000,0.211791,335.679412,785.581359,1.394530,3.263581
78000,-0.216996,250.886184,499.330810,1.042269,2.074395
80000,-0.011045,217.885543,386.184570,0.905173,1.604346
82000,0.099609,182.159942,340.588745,0.756756,1.414925
84000,-0.026979,160.882370,391.299743,0.668362,1.625597
86000,0.188991,166.803878,489.733734,0.692962,2.034526
88000,0.320706,201.507659,619.148681,0.837134,2.572161
90000,0.172377,219.659133,674.652893,0.912541,2.802745
92000,0.093043,235.208145,708.243408,0.977137,2.942292
94000,-0.180269,264.436584,750.879577,1.098562,3.119417
96000,-0.097974,292.936828,791.688659,1.216962,3.288953
98000,-0.035196,314.734313,808.834899,1.307517,3.360184
100000,0.047777,277.697967,690.704956,1.153655,2.869431
102000,0.033228,226.009979,497.974761,0.938925,2.068762
104000,-0.091016,178.950744,347.279724,0.743424,1.442722
106000,0.077820,157.219223,335.855194,0.653144,1.395260
108000,-0.214271,163.430725,429.438995,0.678949,1.784040
110000,-0.178110,202.548126,592.483703,0.841456,2.461385
112000,0.080069,218.673370,660.255065,0.908446,2.742931
114000,0.129508,233.887283,694.366882,0.971650,2.884644
116000,-0.001056,255.858688,752.966674,1.062927,3.128088
118000,-0.219022,287.812072,788.403198,1.195672,3.275304
120000,-0.149334,317.603637,821.662719,1.319437,3.413476
122000,0.226156,330.308624,813.974121,1.372218,3.381534
124000,0.148883,272.645904,647.171325,1.132667,2.688577
126000,0.058391,200.384399,386.388458,0.832467,1.605193
128000,-0.043671,190.790786,312.570220,0.792612,1.298526
130000,-0.028723,146.591735,290.312622,0.608994,1.206061
132000,-0.294981,153.029754,399.992248,0.635739,1.661708
134000,-0.236746,177.169113,530.000000,0.736023,2.201806
136000,0.033814,195.703552,618.083068,0.813021,2.567734
138000,0.149355,216.974136,688.361755,0.901387,2.859696
140000,-0.040969,228.659484,714.170532,0.949932,2.966915
142000,-0.274562,272.865875,790.201354,1.133581,3.282774
144000,-0.362802,306.050781,845.890747,1.271442,3.514127
146000,-0.195921,328.962768,864.117187,1.366627,3.589846
148000,0.006474,313.864288,775.022766,1.303902,3.219717
