# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_p50mm_s0.25m.stl aoa_deg=18.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.017505,110.295722,398.390869,0.458207,1.655056
4000,0.067678,137.165328,633.195922,0.569833,2.630518
6000,0.498035,136.618118,667.553222,0.567560,2.773250
8000,-0.257910,152.263473,713.302978,0.632556,2.963311
10000,-0.408117,153.977966,716.467285,0.639679,2.976457
12000,-0.247683,162.721633,721.016906,0.676003,2.995357
14000,-0.011098,180.628982,750.903259,0.750396,3.119516
16000,-0.022560,198.084030,780.977050,0.822911,3.244453
18000,0.015317,215.135971,802.767822,0.893750,3.334979
20000,0.035131,245.692016,849.284179,1.020691,3.528225
22000,-0.047783,280.016723,892.949523,1.163288,3.709626
24000,-0.063118,313.349334,922.110290,1.301763,3.830770
26000,0.090283,322.204498,889.166259,1.338551,3.693909
28000,0.066785,272.675293,712.229064,1.132789,2.958850
30000,-0.082921,213.424346,441.720886,0.886640,1.835064
32000,-0.194604,199.812118,365.792968,0.830090,1.519632
34000,0.044828,144.466339,328.002441,0.600164,1.362637
36000,-0.386666,146.730804,453.718444,0.609571,1.884906
38000,0.017012,172.643631,592.667358,0.717222,2.462148
40000,-0.042194,147.552948,567.961792,0.612987,2.359513
42000,0.169518,155.019638,605.069702,0.644006,2.513672
44000,0.167865,159.151611,622.785583,0.661172,2.587270
46000,-0.113321,191.468444,697.402771,0.795427,2.897256
48000,0.073619,223.356201,768.070495,0.927900,3.190835
50000,-0.139305,253.170944,825.447998,1.051761,3.429201
52000,0.038274,272.643768,835.610351,1.132658,3.471419
54000,-0.002805,287.331298,808.945434,1.193675,3.360643
56000,-0.057029,250.901824,655.217102,1.042334,2.722002
58000,0.099168,201.087112,424.755340,0.835386,1.764583
60000,-0.196948,137.752532,260.981201,0.572272,1.084208
62000,-0.060958,118.526687,276.357086,0.492402,1.148084
64000,0.138331,110.871803,319.861236,0.460600,1.328816
66000,-0.138134,147.480468,471.398254,0.612686,1.958354
68000,-0.061446,154.814559,527.636291,0.643154,2.191986
70000,0.082302,171.831375,591.776245,0.713848,2.458446
72000,0.093393,178.797515,622.261291,0.742788,2.585092
74000,-0.059329,211.565750,685.539245,0.878918,2.847971
76000,-0.209606,241.790267,733.645813,1.004482,3.047822
78000,-0.013521,263.929016,759.014404,1.096454,3.153212
80000,0.082451,254.509765,699.251342,1.057323,2.904936
82000,-0.031053,218.573043,524.198059,0.908029,2.177703
84000,0.116786,192.703140,382.151489,0.800556,1.587591
86000,0.052623,144.027816,292.792083,0.598342,1.216361
88000,0.227096,126.263221,318.150573,0.524542,1.321709
90000,0.110386,131.188186,390.796783,0.545002,1.623507
92000,0.068293,133.223892,448.936065,0.553459,1.865038
94000,-0.027932,143.194641,500.401916,0.594881,2.078845
96000,-0.084509,161.350891,568.035034,0.670308,2.359817
98000,0.389894,170.950317,605.731079,0.710188,2.516420
100000,0.021435,206.690216,687.428955,0.858664,2.855821
102000,0.171729,242.065124,763.030456,1.005623,3.169896
104000,0.044768,263.373382,779.404113,1.094146,3.237918
106000,0.022515,273.524505,745.710998,1.136317,3.097945
108000,-0.048546,242.099411,611.597168,1.005766,2.540789
110000,0.102774,182.563034,405.030883,0.758431,1.682640
112000,-0.017010,130.392288,247.594802,0.541695,1.028596
114000,0.105798,95.088638,185.908157,0.395032,0.772328
116000,-0.078175,103.172302,277.351196,0.428614,1.152214
118000,-0.029361,157.269683,474.700866,0.653353,1.972074
120000,0.061921,132.426162,441.008148,0.550145,1.832103
122000,0.042130,151.759826,489.912078,0.630464,2.035267
124000,-0.050984,163.962707,574.173339,0.681159,2.385318
126000,-0.336554,173.887863,617.550170,0.722391,2.565520
128000,0.009801,204.884857,697.559631,0.851164,2.897908
130000,0.117007,244.027038,786.048339,1.013774,3.265521
132000,0.147203,272.563568,843.751220,1.132325,3.505239
134000,-0.033158,289.939483,832.523620,1.204510,3.458596
136000,-0.026505,281.567382,749.910156,1.169730,3.115390
138000,0.080189,208.625137,496.113769,0.866702,2.061031
140000,-0.118038,182.291275,339.732910,0.757302,1.411370
142000,0.012573,125.978225,222.627075,0.523358,0.924871
144000,0.085158,118.074501,280.417388,0.490523,1.164952
146000,-0.201157,138.142166,420.670806,0.573891,1.747614
148000,-0.209476,161.845886,547.007080,0.672365,2.272459
