# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_p90mm_s0.25m.stl aoa_deg=20.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.072094,129.449722,460.427551,0.537780,1.912778
4000,-0.080769,172.259140,717.804138,0.715625,2.982010
6000,-0.054374,178.755874,763.819885,0.742615,3.173176
8000,-0.167027,203.151062,821.594665,0.843961,3.413193
10000,-0.014706,211.314193,836.086486,0.877873,3.473397
12000,0.054409,223.221252,841.014099,0.927339,3.493868
14000,-0.010690,247.801391,877.327636,1.029454,3.644727
16000,0.042179,274.129333,914.038940,1.138829,3.797239
18000,-0.054150,312.122802,961.818969,1.296668,3.995734
20000,0.138600,349.956420,1007.772094,1.453842,4.186639
22000,0.135916,367.045288,1006.169128,1.524835,4.179980
24000,0.071704,368.050994,942.844970,1.529013,3.916909
26000,0.173083,287.417358,679.290283,1.194033,2.822010
28000,0.260733,251.661804,477.013946,1.045491,1.981683
30000,-0.127266,189.568801,341.606903,0.787535,1.419155
32000,0.329077,153.564178,334.570159,0.637959,1.389922
34000,-0.629308,161.787597,432.235260,0.672122,1.795657
36000,-0.000720,186.355758,558.333068,0.774187,2.319512
38000,0.433156,211.654174,650.046203,0.879286,2.700520
40000,0.268463,236.312347,709.274292,0.981724,2.946574
42000,0.176352,250.555252,719.840209,1.040894,2.990469
44000,0.148527,276.663360,728.566467,1.149357,3.026721
46000,0.013810,289.091583,713.043884,1.200988,2.962235
48000,0.123421,260.380615,624.824951,1.081712,2.595742
50000,0.321102,190.790771,402.150421,0.792612,1.670674
52000,-0.002695,178.996963,316.061065,0.743616,1.313029
54000,0.129297,155.168289,317.944580,0.644624,1.320853
56000,0.055321,183.657623,483.630462,0.762978,2.009171
58000,-0.645813,213.424591,621.428039,0.886641,2.581630
60000,-0.302011,200.027694,607.286560,0.830985,2.522882
62000,0.043806,219.934753,652.907348,0.913686,2.712406
64000,0.272620,238.936111,715.815673,0.992624,2.973750
66000,0.156878,275.493377,790.501525,1.144496,3.284021
68000,-0.356526,309.955749,851.314514,1.287665,3.536659
70000,-0.256681,342.268005,894.968261,1.421901,3.718012
72000,0.122331,318.150939,782.210327,1.321711,3.249576
74000,0.323695,260.483245,576.451171,1.082139,2.394781
76000,0.048632,214.279541,393.545257,0.890192,1.634925
78000,-0.166472,169.741760,308.091308,0.705167,1.279919
80000,0.261371,167.137451,376.664154,0.694348,1.564795
82000,-0.503384,169.723434,468.791656,0.705091,1.947525
84000,-0.229680,211.802154,633.779296,0.879901,2.632942
86000,0.131868,216.729354,687.618286,0.900370,2.856608
88000,0.177379,235.452331,745.974731,0.978152,3.099041
90000,0.031268,270.186187,807.078613,1.122448,3.352888
92000,-0.279376,299.673126,859.425537,1.244947,3.570355
94000,-0.544064,321.066040,875.210876,1.333821,3.635933
96000,-0.149063,336.481292,869.387817,1.397861,3.611742
98000,0.116934,294.421295,729.402648,1.223129,3.030195
100000,0.041572,201.749694,441.941619,0.838139,1.835981
102000,-0.231044,216.967636,383.642761,0.901360,1.593787
104000,0.003520,164.952697,326.045806,0.685271,1.354509
106000,0.266979,170.507537,451.420104,0.708348,1.875358
108000,-0.340897,184.890472,558.173156,0.768100,2.318847
110000,0.108692,200.169311,648.109619,0.831574,2.692475
112000,0.219127,218.954742,707.102478,0.909615,2.937552
114000,0.249541,223.427703,705.004699,0.928197,2.928837
116000,0.157015,266.265808,781.697570,1.106162,3.247446
118000,-0.039542,300.976898,828.985961,1.250364,3.443899
120000,-0.097633,329.543640,853.522338,1.369040,3.545831
122000,0.086855,306.521057,759.481506,1.273396,3.155153
124000,0.322831,239.942855,575.921142,0.996807,2.392579
126000,0.038601,201.219635,374.938964,0.835937,1.557628
128000,-0.123139,207.142272,399.628906,0.860542,1.660199
130000,0.235916,173.258621,436.160614,0.719777,1.811964
132000,-0.714879,214.596664,624.133605,0.891510,2.592870
134000,-0.265396,223.615600,700.598632,0.928978,2.910533
136000,0.180124,215.652572,696.004516,0.895897,2.891447
138000,0.222503,226.853378,730.314453,0.942429,3.033982
140000,0.226947,250.393096,773.544311,1.040221,3.213575
142000,0.045980,288.110839,834.531738,1.196914,3.466938
144000,-0.110282,327.734802,898.265808,1.361525,3.731712
146000,-0.196828,356.043914,927.793212,1.479131,3.854379
148000,0.121174,329.297119,821.201477,1.368016,3.411559
