# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h10mm_p90mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.022105,92.758789,350.951934,0.385353,1.457978
4000,-0.069966,107.541046,566.963684,0.446763,2.355366
6000,-0.002009,101.657760,592.647399,0.422322,2.462065
8000,0.031493,113.521278,637.439636,0.471607,2.648148
10000,0.124332,109.380096,629.497131,0.454403,2.615152
12000,0.113128,108.219711,616.682006,0.449583,2.561913
14000,0.063609,117.953910,630.746704,0.490022,2.620343
16000,-0.107977,129.349884,654.793884,0.537365,2.720244
18000,0.027243,137.192703,666.200317,0.569947,2.767630
20000,-0.069721,146.978393,679.814880,0.610600,2.824190
22000,0.020741,172.719039,728.065002,0.717536,3.024638
24000,-0.065561,195.320907,763.667785,0.811432,3.172544
26000,-0.070687,214.377090,782.409973,0.890598,3.250406
28000,-0.029857,231.963790,789.704223,0.963659,3.280709
30000,0.038671,229.617630,727.423767,0.953912,3.021974
32000,0.054407,193.570159,555.383789,0.804158,2.307259
34000,0.021614,165.680770,401.993286,0.688296,1.670021
36000,0.183855,134.410247,343.235229,0.558387,1.425920
38000,-0.103901,126.139747,368.775573,0.524029,1.532023
40000,-0.103743,104.950134,355.095214,0.436000,1.475190
42000,0.080516,104.234375,362.417358,0.433026,1.505609
44000,-0.112218,115.080451,410.126831,0.478085,1.703811
46000,-0.254210,127.119537,495.616027,0.528099,2.058963
48000,0.291758,128.055419,529.356506,0.531987,2.199133
50000,0.172344,150.024536,595.872802,0.623255,2.475465
52000,-0.081808,173.476409,646.488952,0.720682,2.685742
54000,-0.170172,186.344345,648.207336,0.774140,2.692881
56000,-0.096224,205.245376,663.142517,0.852661,2.754927
58000,0.072652,206.984054,622.255737,0.859884,2.585069
60000,0.130890,185.756011,527.524536,0.771696,2.191522
62000,-0.070209,149.668777,392.243103,0.621777,1.629516
64000,-0.015967,121.485801,302.979583,0.504695,1.258684
66000,0.044839,111.276580,320.537384,0.462282,1.331625
68000,0.001185,107.349723,345.793090,0.445968,1.436546
70000,0.162830,109.311790,391.122406,0.454120,1.624860
72000,-0.034967,108.726219,420.145446,0.451687,1.745432
74000,-0.141380,117.469551,468.039093,0.488010,1.944399
76000,-0.014167,128.790863,501.831665,0.535042,2.084785
78000,0.384508,153.988342,568.961608,0.639722,2.363666
80000,0.000540,179.155380,620.767272,0.744274,2.578885
82000,-0.094723,191.254196,628.805175,0.794537,2.612278
84000,-0.002522,195.282196,593.540832,0.811271,2.465777
86000,-0.002531,183.491119,514.060485,0.762287,2.135588
88000,-0.029361,159.598983,406.928192,0.663030,1.690523
90000,0.094612,122.465621,286.147949,0.508765,1.188759
92000,-0.063397,102.642768,237.749496,0.426414,0.987695
94000,-0.090713,95.383575,254.402191,0.396257,1.056876
96000,-0.006281,100.915969,321.653289,0.419240,1.336261
98000,-0.250518,107.237663,386.629303,0.445503,1.606194
100000,-0.104056,109.553016,427.031188,0.455122,1.774037
102000,0.078142,105.871818,433.862182,0.439829,1.802416
104000,-0.049386,119.444267,481.927063,0.496213,2.002094
106000,-0.368208,140.282897,540.409057,0.582784,2.245049
108000,-0.254737,168.115097,606.913330,0.698409,2.521331
110000,0.067114,189.240905,641.881347,0.786173,2.666600
112000,0.018084,208.143508,654.719116,0.864701,2.719933
114000,-0.107248,199.244369,580.221618,0.827731,2.410444
116000,-0.188217,171.534301,450.558563,0.712614,1.871778
118000,-0.158509,138.447601,312.960998,0.575160,1.300150
120000,-0.200270,103.053085,236.065811,0.428119,0.980700
122000,-0.128975,96.336555,262.200592,0.400216,1.089273
124000,-0.166596,122.200164,379.400909,0.507662,1.576165
126000,-0.191320,108.998748,365.708862,0.452819,1.519283
128000,0.049411,102.999427,351.581420,0.427896,1.460593
130000,-0.040263,117.047134,431.237854,0.486255,1.791513
132000,-0.276314,120.373077,481.059234,0.500072,1.998489
134000,0.144860,138.716918,545.001037,0.576279,2.264126
136000,0.083923,153.153839,588.776916,0.636255,2.445986
138000,-0.140511,161.809967,601.252197,0.672215,2.497813
140000,-0.194141,156.600097,550.797058,0.650572,2.288204
142000,-0.054574,160.604293,528.030883,0.667207,2.193626
144000,0.072203,165.172271,499.372253,0.686184,2.074568
146000,-0.109750,164.485061,483.252746,0.683329,2.007601
148000,-0.223712,140.903915,392.321716,0.585364,1.629842
