# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_p50mm_s0.25m.stl aoa_deg=18.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.031741,114.908081,400.652191,0.477369,1.664450
4000,-0.007019,139.581573,632.665039,0.579871,2.628313
6000,0.106605,138.797668,668.947143,0.576614,2.779041
8000,0.492565,154.084320,715.005737,0.640120,2.970385
10000,0.073666,156.808639,720.247070,0.651438,2.992159
12000,-0.350847,161.986404,717.097045,0.672948,2.979073
14000,0.222720,179.990921,747.856140,0.747745,3.106857
16000,-0.245474,200.841125,782.272338,0.834365,3.249834
18000,0.398445,221.694107,812.958557,0.920995,3.377315
20000,0.012879,255.419448,861.801147,1.061102,3.580225
22000,-0.067149,287.370208,887.837829,1.193837,3.688390
24000,0.026551,313.561309,888.343872,1.302644,3.690492
26000,0.046865,320.547485,845.426940,1.331667,3.512200
28000,0.021108,262.975311,635.554016,1.092492,2.640315
30000,-0.069497,202.844879,389.565277,0.842689,1.618391
32000,0.043922,155.544250,259.527984,0.646185,1.078170
34000,0.393810,132.043395,294.075439,0.548555,1.221693
36000,0.139536,134.638244,410.286102,0.559335,1.704473
38000,0.373635,158.693786,540.413879,0.659270,2.245069
40000,-0.067441,154.800140,571.402587,0.643094,2.373807
42000,0.024900,152.297470,586.472839,0.632697,2.436414
44000,0.014482,159.444259,600.454101,0.662387,2.494497
46000,0.239623,184.453384,660.803649,0.766284,2.745210
48000,0.101044,210.311843,710.630981,0.873709,2.952211
50000,-0.278385,248.723648,786.291931,1.033285,3.266533
52000,-0.050071,275.466247,812.846008,1.144384,3.376848
54000,0.028541,288.697876,797.857116,1.199352,3.314579
56000,0.028770,264.797699,696.743103,1.100063,2.894516
58000,0.027652,200.904937,462.580932,0.834630,1.921724
60000,-0.105757,152.946334,295.644744,0.635393,1.228212
62000,-0.202754,121.463531,231.058868,0.504602,0.959900
64000,-0.081796,102.665840,256.685974,0.426510,1.066364
66000,-0.023237,145.943283,450.158691,0.606300,1.870117
68000,0.013656,142.970382,492.206298,0.593949,2.044798
70000,-0.122046,141.985443,508.495574,0.589857,2.112469
72000,0.085500,146.803588,545.971557,0.609874,2.268157
74000,-0.047147,154.160964,569.358093,0.640439,2.365313
76000,0.270873,176.817779,631.310363,0.734563,2.622685
78000,0.125223,210.230285,704.366760,0.873370,2.926187
80000,-0.365426,245.901001,771.636291,1.021559,3.205648
82000,-0.280694,265.392730,773.112121,1.102535,3.211779
84000,0.089012,277.531829,758.197204,1.152965,3.149817
86000,0.050950,243.666320,616.399597,1.012275,2.560740
88000,-0.127895,183.995193,386.899658,0.764381,1.607317
90000,0.133499,142.122848,269.454132,0.590428,1.119407
92000,0.046913,112.980453,240.162521,0.469360,0.997719
94000,0.284809,123.209991,330.409454,0.511858,1.372637
96000,0.118806,129.153259,409.993194,0.536548,1.703256
98000,-0.044022,140.944595,490.108337,0.585533,2.036082
100000,0.074791,154.000122,551.486816,0.639771,2.291070
102000,0.315547,163.638229,597.181579,0.679811,2.480902
104000,-0.279355,186.886962,647.896423,0.776394,2.691589
106000,0.202743,215.865814,710.988830,0.896782,2.953697
108000,0.004213,245.145111,767.838256,1.018419,3.189870
110000,0.128340,266.235260,777.710205,1.106035,3.230881
112000,0.144175,274.379760,742.021606,1.139870,3.082618
114000,0.172770,229.425766,592.092041,0.953115,2.459758
116000,-0.107087,156.134307,337.334503,0.648637,1.401406
118000,0.053621,142.816268,290.997100,0.593309,1.208904
120000,-0.077646,130.046020,310.533538,0.540257,1.290065
122000,-0.236282,131.375076,379.792968,0.545778,1.577793
124000,-0.031040,157.213333,502.357177,0.653119,2.086968
126000,-0.072587,156.136260,535.463867,0.648645,2.224505
128000,0.002614,163.476455,579.210083,0.679139,2.406242
130000,0.057345,175.668655,619.848754,0.729789,2.575069
132000,-0.037293,205.468353,697.859436,0.853588,2.899153
134000,-0.037812,236.943603,759.751525,0.984347,3.156275
136000,0.092322,273.236755,825.179809,1.135121,3.428087
138000,0.064789,285.450622,807.464172,1.185862,3.354490
140000,-0.065442,266.324737,714.691284,1.106406,2.969079
142000,-0.074864,203.844940,473.306121,0.846843,1.966280
144000,0.214873,191.286453,351.606628,0.794671,1.460697
146000,-0.031263,122.258979,218.398422,0.507907,0.907304
148000,-0.133004,112.943344,283.351257,0.469206,1.177141
