# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h10mm_p90mm_s0.25m.stl aoa_deg=18.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.051254,106.654663,394.529846,0.443081,1.639015
4000,-0.014920,135.691055,632.615051,0.563708,2.628105
6000,-0.075379,135.722091,669.599731,0.563837,2.781752
8000,0.034431,153.631103,719.582641,0.638238,2.989399
10000,0.351383,153.935882,719.420593,0.639504,2.988726
12000,0.178055,159.604721,718.390258,0.663054,2.984445
14000,-0.331445,180.987304,757.063354,0.751885,3.145107
16000,0.128481,199.842712,790.384826,0.830217,3.283536
18000,0.107944,219.804183,820.120117,0.913144,3.407067
20000,-0.094345,246.090423,857.393371,1.022346,3.561913
22000,-0.076041,276.266601,895.809143,1.147708,3.721506
24000,-0.055726,299.077667,898.524230,1.242474,3.732785
26000,0.026678,297.489593,828.798278,1.235876,3.443119
28000,0.064674,238.109268,613.555725,0.989190,2.548926
30000,0.124002,199.257141,409.644165,0.827784,1.701806
32000,0.040173,149.890457,286.245819,0.622698,1.189166
34000,0.049500,120.236869,302.839080,0.499506,1.258100
36000,0.034977,119.530838,361.205444,0.496573,1.500574
38000,0.085040,140.748962,471.558746,0.584721,1.959021
40000,-0.001727,138.969482,500.019897,0.577328,2.077258
42000,-0.090568,159.514251,576.647644,0.662678,2.395597
44000,-0.159053,169.070571,613.480590,0.702379,2.548614
46000,-0.090751,203.913452,697.887573,0.847128,2.899270
48000,-0.075658,237.903137,770.822509,0.988333,3.202267
50000,0.052218,265.974761,813.305480,1.104953,3.378757
52000,0.000900,286.360321,802.468444,1.189641,3.333736
54000,-0.151178,274.091735,708.479370,1.138673,2.943272
56000,-0.036158,205.859039,454.779998,0.855211,1.889316
58000,-0.024057,157.383300,284.474670,0.653825,1.181808
60000,-0.049410,110.400352,189.357391,0.458642,0.786657
62000,0.167643,98.629028,253.686248,0.409740,1.053902
64000,-0.045464,141.304489,440.819427,0.587028,1.831319
66000,0.126990,171.634109,564.269714,0.713028,2.344174
68000,0.164446,164.073822,585.679748,0.681620,2.433119
70000,0.072715,158.061721,597.871826,0.656644,2.483769
72000,0.150446,174.903152,630.022766,0.726609,2.617336
74000,0.094996,202.651733,690.784790,0.841886,2.869762
76000,0.206405,230.436615,744.062194,0.957315,3.091096
78000,0.156125,258.903625,784.397949,1.075577,3.258664
80000,0.147133,269.227172,755.196533,1.118464,3.137351
82000,0.052654,254.867187,667.375854,1.058808,2.772514
84000,-0.175123,190.808349,455.437011,0.792685,1.892045
86000,0.084149,129.750793,239.790802,0.539030,0.996175
88000,0.192286,103.232521,177.929733,0.428864,0.739183
90000,-0.279443,112.458465,282.327209,0.467192,1.172886
92000,0.058652,146.764328,447.693969,0.609711,1.859878
94000,-0.198920,149.443389,501.101257,0.620840,2.081751
96000,-0.109691,147.913726,512.039916,0.614486,2.127194
98000,0.165949,163.082138,597.286865,0.677500,2.481339
100000,0.323043,163.248474,610.871948,0.678191,2.537776
102000,0.125861,196.605148,698.565673,0.816767,2.902087
104000,-0.319371,223.975936,766.541198,0.930475,3.184481
106000,-0.182768,253.903472,820.617248,1.054804,3.409132
108000,0.047485,291.179779,860.671752,1.209663,3.575533
110000,0.027834,307.549499,854.201538,1.277669,3.548653
112000,0.045900,270.508300,720.041137,1.123786,2.991304
114000,-0.128302,175.344238,402.880645,0.728442,1.673708
116000,-0.103388,193.253662,366.431762,0.802844,1.522286
118000,0.037762,158.522979,346.854614,0.658560,1.440956
120000,-0.196315,149.936004,447.535736,0.622887,1.859221
122000,0.166441,178.682891,579.858581,0.742311,2.408936
124000,0.250580,155.292358,552.459960,0.645139,2.295113
126000,-0.002874,144.979385,541.991394,0.602295,2.251622
128000,-0.107050,150.949173,562.040039,0.627096,2.334912
130000,-0.267822,184.353668,651.583068,0.765870,2.706905
132000,0.160789,212.594604,713.778625,0.883193,2.965287
134000,0.041445,251.923263,796.934326,1.046578,3.310745
136000,0.028842,282.620605,838.368103,1.174105,3.482875
138000,-0.012461,296.993743,819.776184,1.233816,3.405638
140000,-0.170808,271.885314,695.253112,1.129507,2.888325
142000,0.097000,191.785507,413.723968,0.796744,1.718755
144000,-0.035063,164.895294,293.722290,0.685033,1.220225
146000,-0.093309,119.075485,223.002883,0.494681,0.926432
148000,0.117018,113.055488,306.832244,0.469672,1.274689
