# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.083029,152.341262,727.149536,0.355995,1.699219
4000,0.019421,184.075073,1000.200744,0.430151,2.337291
6000,0.123764,194.154296,1072.155395,0.453704,2.505437
