# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h12mm_p50mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,-0.113417,147.401321,725.939758,0.344451,1.696392
4000,-0.010955,180.909423,1001.773681,0.422753,2.340967
6000,0.022271,192.843887,1073.555297,0.450642,2.508708
8000,0.009773,191.359207,1079.233154,0.447173,2.521976
10000,0.194615,192.118759,1058.423339,0.448947,2.473347
12000,-0.141691,222.857635,1116.617065,0.520779,2.609336
14000,0.091779,246.796386,1156.943481,0.576719,2.703572
16000,0.204699,268.389068,1173.803100,0.627178,2.742970
18000,0.004249,316.237579,1251.772827,0.738991,2.925171
20000,-0.156640,367.826202,1318.825927,0.859545,3.081862
22000,0.090451,403.055877,1318.344116,0.941870,3.080736
24000,-0.289185,347.971221,986.457092,0.813147,2.305175
26000,0.256777,276.447723,691.409362,0.646009,1.615701
28000,-0.461309,226.949188,591.687194,0.530340,1.382668
30000,0.556932,202.501831,632.845153,0.473211,1.478847
32000,-0.152449,194.923812,642.435424,0.455502,1.501258
34000,-0.278516,199.934616,684.674133,0.467212,1.599962
36000,0.165025,220.528030,847.580017,0.515335,1.980644
38000,-0.037749,263.909271,988.797973,0.616709,2.310645
40000,-0.063969,286.947723,1054.610961,0.670546,2.464439
42000,0.042607,274.869140,944.557861,0.642320,2.207264
44000,-0.060775,289.407775,921.644165,0.676295,2.153719
46000,0.131973,298.006713,887.551818,0.696389,2.074051
48000,0.272232,239.929214,685.449707,0.560672,1.601774
50000,0.090913,183.036621,450.187103,0.427724,1.052007
52000,-0.074958,188.444580,530.266540,0.440362,1.239139
54000,-0.295600,204.369201,648.878173,0.477575,1.516313
56000,-0.153380,206.422515,709.210266,0.482373,1.657298
58000,0.049542,195.313690,721.577209,0.456413,1.686198
60000,0.020083,215.551361,802.765625,0.503705,1.875921
62000,-0.059157,259.878479,911.373901,0.607290,2.129719
64000,-0.074499,291.988037,953.622070,0.682324,2.228446
66000,0.129716,274.946136,849.247314,0.642500,1.984540
68000,-0.154087,259.520202,708.672973,0.606453,1.656043
70000,0.031237,215.657226,515.581420,0.503953,1.204822
72000,0.362280,197.573455,551.305114,0.461694,1.288302
74000,-0.377047,215.821121,666.753845,0.504336,1.558085
76000,0.240943,184.052459,616.817626,0.430098,1.441393
78000,-0.093451,227.396636,786.280151,0.531386,1.837397
80000,-0.179685,241.838531,907.261718,0.565134,2.120110
82000,0.398364,274.959167,1001.943481,0.642531,2.341364
84000,-0.192317,276.226470,983.936462,0.645492,2.299285
86000,0.061175,271.580657,906.166137,0.634636,2.117549
88000,-0.052118,313.536895,970.243408,0.732680,2.267287
90000,0.084686,293.486663,869.799865,0.685826,2.032568
92000,0.121590,215.154953,606.592529,0.502779,1.417499
94000,-0.271943,211.361267,585.829406,0.493914,1.368979
96000,0.554140,239.335433,718.956787,0.559284,1.680074
98000,0.241645,222.874450,712.949279,0.520818,1.666036
100000,0.007164,177.595779,612.528381,0.415010,1.431370
102000,0.076251,196.607009,698.177978,0.459436,1.631518
104000,0.118210,248.423385,877.959045,0.580521,2.051634
106000,0.180732,260.248199,921.650756,0.608154,2.153734
108000,-0.223300,241.545822,877.689331,0.564450,2.051004
110000,0.146938,265.908905,900.730834,0.621382,2.104848
112000,-0.161368,314.339386,1002.568969,0.734555,2.342826
