# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_p90mm_s0.25m.stl aoa_deg=16.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.015131,144.970474,724.710327,0.338770,1.693519
4000,-0.249389,179.555099,1001.342041,0.419588,2.339959
6000,-1.036377,193.906372,1079.214965,0.453125,2.521934
8000,0.140295,191.632217,1081.725585,0.447810,2.527801
10000,-0.028073,196.322753,1067.820434,0.458771,2.495307
12000,-0.138031,218.226867,1104.345214,0.509957,2.580659
14000,-0.222359,253.996871,1172.124511,0.593546,2.739047
16000,-0.335259,272.074310,1177.844970,0.635789,2.752414
18000,-0.128365,312.465515,1213.086303,0.730176,2.834767
20000,0.100659,350.007263,1224.593872,0.817905,2.861658
22000,-0.014019,368.758087,1189.934326,0.861722,2.780665
24000,0.085569,299.785675,826.897949,0.700546,1.932314
26000,0.017107,250.632400,622.306701,0.585683,1.454220
28000,-0.275908,233.214187,667.330871,0.544980,1.559434
30000,-0.739636,227.092514,699.452331,0.530675,1.634496
32000,0.110346,183.837097,620.399230,0.429595,1.449763
34000,-0.099872,227.844192,847.229248,0.532431,1.979824
36000,-0.335876,256.871704,972.091491,0.600264,2.271605
38000,-0.279192,282.419311,1061.965698,0.659964,2.481625
40000,-0.254393,263.208831,968.385742,0.615072,2.262946
42000,-0.169381,316.153991,1013.073791,0.738796,2.367373
44000,0.159889,323.005584,969.044372,0.754807,2.264485
46000,-0.005468,288.930847,816.854492,0.675180,1.908844
48000,-0.209283,225.117523,560.664794,0.526060,1.310174
50000,-0.160234,177.811355,433.922302,0.415514,1.013999
52000,-0.283880,191.417846,562.451354,0.447310,1.314349
54000,0.291133,224.289627,754.288452,0.524125,1.762638
56000,-0.059169,196.074935,754.095458,0.458192,1.762187
58000,-0.178504,223.094070,893.728027,0.521331,2.088484
60000,-0.049496,258.086883,974.330261,0.603103,2.276837
62000,-0.139934,318.597778,1101.118041,0.744506,2.573117
64000,0.137144,375.495300,1212.451171,0.877466,2.833283
66000,-0.065691,366.036224,1078.262573,0.855362,2.519708
68000,-0.134756,288.310791,701.763549,0.673731,1.639897
70000,0.278565,212.126770,481.499359,0.495703,1.125178
72000,-0.505263,195.778717,556.714294,0.457500,1.300942
74000,0.134303,202.022048,663.909057,0.472090,1.551438
76000,-0.250286,187.149383,705.307434,0.437335,1.648178
78000,-0.458286,221.018936,865.168151,0.516482,2.021744
80000,0.056396,237.080932,922.776062,0.554016,2.156364
82000,-0.138922,263.075775,990.092773,0.614761,2.313671
84000,-0.321246,269.215576,947.963684,0.629109,2.215223
86000,-0.122299,304.519317,950.729980,0.711608,2.221687
88000,-0.274311,281.748840,803.876098,0.658397,1.878516
90000,-0.150053,246.816696,710.751342,0.576767,1.660900
92000,0.115993,252.639343,709.866149,0.590373,1.658831
94000,-0.449504,209.489181,541.044433,0.489539,1.264325
96000,-0.196951,211.875503,530.360351,0.495115,1.239358
98000,0.368911,235.507232,713.279113,0.550339,1.666807
100000,-0.213854,229.455841,793.239379,0.536198,1.853660
102000,-0.420705,204.004318,783.509460,0.476722,1.830922
104000,0.126445,201.213714,794.262451,0.470201,1.856050
106000,0.215486,253.600906,921.695800,0.592620,2.153839
108000,0.055349,283.977722,967.255432,0.663606,2.260304
110000,-0.190558,287.335876,916.832885,0.671453,2.142476
112000,-0.106517,280.440307,864.649780,0.655339,2.020533
