# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_speck_s0.25m.stl aoa_deg=18.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.001176,111.713172,392.054718,0.464096,1.628733
4000,0.030944,134.573120,634.109863,0.559064,2.634315
6000,-0.077076,136.227890,671.383178,0.565938,2.789161
8000,-0.067829,154.997634,724.264282,0.643915,3.008848
10000,-0.124752,163.485656,746.369628,0.679177,3.100682
12000,0.102672,160.544387,724.626586,0.666958,3.010353
14000,0.114513,183.558807,767.333190,0.762568,3.187772
16000,-0.081206,199.106658,790.549621,0.827159,3.284221
18000,0.223720,223.443099,825.848754,0.928261,3.430866
20000,-0.001292,254.148071,864.164917,1.055820,3.590045
22000,-0.041467,292.540252,911.886169,1.215315,3.788295
24000,0.139317,321.452362,928.262146,1.335426,3.856327
26000,-0.039549,322.414215,868.250549,1.339422,3.607018
28000,0.162129,263.518493,651.696777,1.094748,2.707377
30000,-0.115719,227.714630,444.423431,0.946007,1.846291
32000,0.049112,175.050399,294.595428,0.727221,1.223853
34000,0.028642,124.730728,253.071929,0.518175,1.051350
36000,0.066870,116.071838,336.993072,0.482203,1.399988
38000,0.157179,150.836029,498.728729,0.626626,2.071894
40000,0.030284,159.022750,569.032958,0.660636,2.363963
42000,-0.011064,156.237823,587.966003,0.649067,2.442617
44000,-0.008887,150.118179,582.634582,0.623644,2.420469
46000,0.249407,178.654541,644.587036,0.742194,2.677841
48000,-0.162202,210.123428,709.712585,0.872926,2.948395
50000,0.225612,244.470214,772.536560,1.015615,3.209388
52000,0.126432,282.324401,833.133728,1.172875,3.461130
54000,0.115369,295.918853,822.729309,1.229351,3.417906
56000,0.077318,280.557647,746.809814,1.165535,3.102510
58000,-0.060525,200.722717,488.548797,0.833873,2.029603
60000,0.086493,149.800231,288.685394,0.622323,1.199301
62000,-0.069658,149.740814,301.308410,0.622076,1.251741
64000,0.003228,155.610687,414.600982,0.646461,1.722398
66000,-0.075315,155.191253,491.545410,0.644719,2.042052
68000,-0.099059,166.999069,577.773986,0.693773,2.400276
70000,-0.004462,143.114288,546.675415,0.594547,2.271082
72000,-0.186232,153.278182,572.999206,0.636771,2.380440
74000,0.076868,182.780777,641.349060,0.759336,2.664389
76000,0.069786,209.795486,700.314025,0.871564,2.909350
78000,-0.076992,245.848556,770.134582,1.021341,3.199409
80000,0.036381,273.644744,807.401916,1.136816,3.354231
82000,-0.073462,283.411285,783.569213,1.177390,3.255222
84000,0.026907,250.517028,643.677917,1.040736,2.674064
86000,0.069815,211.393722,420.817535,0.878204,1.748224
88000,0.137122,172.321960,298.603454,0.715886,1.240504
90000,0.070788,131.402359,259.191833,0.545892,1.076774
92000,0.102644,107.037696,295.419769,0.444672,1.227277
94000,0.025893,137.624038,449.067596,0.571739,1.865585
96000,0.062535,150.080871,525.295532,0.623489,2.182262
98000,-0.046574,153.618530,552.592834,0.638185,2.295665
100000,-0.060143,166.161041,605.636596,0.690291,2.516027
102000,-0.120813,177.991729,623.455078,0.739440,2.590051
104000,0.246981,213.300613,700.739013,0.886126,2.911116
106000,0.015222,249.768035,776.004272,1.037624,3.223794
108000,-0.124891,273.471405,805.955993,1.136096,3.348224
110000,-0.042353,284.629333,779.889160,1.182450,3.239933
112000,0.022252,247.513488,649.115905,1.028258,2.696655
114000,-0.032571,177.146804,382.736724,0.735930,1.590023
116000,-0.039527,147.439224,259.289825,0.612514,1.077181
118000,-0.041573,116.109115,229.361343,0.482358,0.952848
120000,-0.053543,108.817039,288.445892,0.452064,1.198305
122000,0.110346,120.244033,392.496124,0.499536,1.630567
124000,-0.001238,143.266143,495.447570,0.595178,2.058263
126000,-0.012127,149.008468,531.833068,0.619034,2.209421
128000,0.001183,158.883621,575.711853,0.660058,2.391709
130000,-0.008886,182.964279,625.933288,0.760098,2.600347
132000,0.063449,211.932540,683.421691,0.880442,2.839174
134000,0.195347,245.299255,745.870361,1.019059,3.098607
136000,0.071945,258.965881,751.742797,1.075835,3.123003
138000,0.039969,257.291198,685.520690,1.068878,2.847894
140000,0.015032,221.244064,541.260375,0.919126,2.248586
142000,0.061008,150.122467,317.205505,0.623661,1.317783
144000,0.181661,112.287689,218.733306,0.466483,0.908695
146000,-0.004648,107.060615,250.834732,0.444767,1.042055
148000,0.117055,114.262908,333.885467,0.474688,1.387077
