# Glasair VG tunnel force log | mode=slice stl=L:/Dev/glasair_vg_sim/gpu/fluidx3d/assets/wing_vg_h16mm_p90mm_s0.25m.stl aoa_deg=18.0 Re=2.21000004E6 mm_per_cell=1.623
# t,Fx,Fy,Fz,Cd,Cl
2000,0.024715,109.312194,395.296081,0.454121,1.642199
4000,-0.087583,136.852264,632.693115,0.568532,2.628429
6000,0.002739,135.530380,668.009582,0.563041,2.775146
8000,0.184045,151.369201,713.259521,0.628841,2.963130
10000,0.742554,154.759475,722.298828,0.642925,3.000683
12000,-0.030008,159.086486,718.558532,0.660901,2.985144
14000,-0.157292,176.198837,746.197937,0.731992,3.099968
16000,0.067609,200.217346,789.844604,0.831773,3.281292
18000,-0.011929,223.472152,828.648437,0.928382,3.442497
20000,-0.111122,245.995056,857.488403,1.021950,3.562308
22000,0.141407,283.057861,904.675231,1.175922,3.758338
24000,-0.010022,310.538085,929.048889,1.290084,3.859595
26000,-0.089894,306.318542,888.601928,1.272555,3.691564
28000,0.220882,236.490936,659.011291,0.982466,2.737764
30000,0.261486,215.843704,500.053894,0.896691,2.077399
32000,-0.133769,201.242080,482.384338,0.836030,2.003994
34000,0.205545,178.137039,524.616394,0.740044,2.179441
36000,0.034541,205.575653,649.550842,0.854033,2.698462
38000,-0.057104,204.323638,650.618469,0.848832,2.702898
40000,-0.091012,161.594589,522.714721,0.671321,2.171540
42000,0.152453,171.267028,565.253356,0.711503,2.348261
44000,-0.035046,199.115448,640.842651,0.827195,2.662285
46000,-0.133321,220.605346,686.109252,0.916472,2.850339
48000,-0.268162,249.661041,746.088073,1.037180,3.099512
50000,-0.128095,252.618316,714.596313,1.049465,2.968684
52000,-0.039053,188.953018,509.365264,0.784977,2.116082
54000,0.139195,175.140792,365.031188,0.727596,1.516468
56000,-0.176202,146.304016,322.944488,0.607798,1.341625
58000,0.132418,141.738342,402.520629,0.588831,1.672212
60000,-0.223282,169.036956,529.610168,0.702239,2.200186
62000,-0.131499,155.858154,482.208862,0.647489,2.003265
64000,-0.190173,163.882919,507.356903,0.680827,2.107739
66000,0.229936,168.820388,581.029235,0.701339,2.413800
68000,0.179138,183.510803,627.508056,0.762368,2.606889
70000,-0.023538,217.260864,712.890258,0.902578,2.961596
72000,-0.153773,254.576797,796.104858,1.057601,3.307299
74000,-0.102273,275.403656,822.827392,1.144123,3.418314
76000,0.091404,280.467376,765.295410,1.165160,3.179306
78000,0.063188,255.167556,642.543762,1.060056,2.669352
80000,-0.144185,173.103729,385.613769,0.719134,1.601975
82000,0.191528,122.705268,215.712219,0.509761,0.896144
84000,0.006096,102.900970,204.963668,0.427487,0.851491
86000,-0.095900,123.147567,334.282043,0.511598,1.388725
88000,0.282223,143.198577,453.617492,0.594897,1.884486
90000,-0.305025,163.187774,554.294494,0.677939,2.302734
92000,-0.321732,153.298660,556.002197,0.636856,2.309828
94000,0.022672,154.127517,586.813964,0.640300,2.437831
96000,-0.039933,179.639801,641.983947,0.746287,2.667027
98000,-0.044336,209.353698,713.238586,0.869729,2.963043
100000,0.000961,241.181655,782.133300,1.001953,3.249256
102000,-0.119594,272.066864,832.444274,1.130261,3.458266
104000,-0.074433,292.992492,823.117858,1.217194,3.419521
106000,0.100238,270.947357,711.148315,1.125610,2.954360
108000,0.092537,231.968002,493.423522,0.963677,2.049854
110000,-0.135772,192.220245,358.202484,0.798550,1.488099
112000,0.219586,140.302688,276.364807,0.582867,1.148116
114000,-0.255031,121.990486,315.062255,0.506791,1.308879
116000,0.239276,135.896682,437.172668,0.564563,1.816169
118000,0.216440,161.050109,558.239440,0.669059,2.319123
120000,-0.215688,164.899383,590.474426,0.685050,2.453038
122000,-0.170892,178.143325,642.853088,0.740070,2.670637
124000,0.073806,189.649185,658.507629,0.787869,2.735672
126000,0.201192,208.702117,692.827270,0.867022,2.878248
128000,-0.142531,243.942535,759.193115,1.013423,3.153955
130000,-0.183422,266.349395,775.270813,1.106509,3.220747
132000,-0.225606,274.137969,755.882690,1.138865,3.140202
134000,0.005727,228.532745,619.534484,0.949405,2.573764
136000,0.041181,159.134536,365.567138,0.661101,1.518694
138000,-0.212529,163.225891,334.155181,0.678098,1.388198
140000,0.095794,152.409011,378.580017,0.633161,1.572754
142000,0.059412,159.581253,480.785644,0.662957,1.997352
144000,-0.318313,161.720031,537.832397,0.671842,2.234344
146000,-0.083783,139.406204,510.311065,0.579142,2.120011
148000,0.113915,147.065032,541.296142,0.610960,2.248734
